Id_comercio,Fecha de creacion comercio,Fecha 1ra_transaccion,Categoria comercio,Sub Categoria comercio,Ciudad,cant_terminales,Monto ventas Acumulado,Monto ventas ultimo mes,meses_antiguedad_creacion_comercio,meses_antiguedad_transacciones,transacciones_6m,meses_activos,ultima_actividad,transacciones_ultimo_mes,transacciones_por_mes_activo,recencia,M_score,F_score,R_score,RFM_score,segmento_rfm
R3T094REOI,2021-03-29 14:38:00,2021-03-29 14:49:00,Comercio detallista,Ropa / Accesorios,Bogotá  D.C.,1,5509000,3026000,2,2.0,18,3,2021-05-01,15,6.0,0,4,4,5,4.333333333333333,Alto valor
R3TDOBGCZW,2021-03-25 11:41:00,2021-03-25 11:51:00,Alimentos y bebidas,Abarrotes / Mercado,Bogotá  D.C.,1,102300,0,2,2.0,8,3,2021-05-01,3,2.6666666666666665,0,1,3,5,3.0,Estándar
R5SS0YM5DC,2021-03-29 14:34:00,2021-03-29 14:43:00,Comercio detallista,Auto partes,Bogotá  D.C.,1,4389500,702500,2,2.0,17,3,2021-05-01,9,5.666666666666667,0,4,4,5,4.333333333333333,Alto valor
R5U1LVAQCE,2021-03-10 18:44:00,2021-03-10 18:58:00,Comercio detallista,Floristería,Bogotá  D.C.,1,390000,0,2,2.0,10,3,2021-05-01,6,3.3333333333333335,0,2,3,5,3.3333333333333335,Estándar
R6RA2QRECC,2021-03-16 15:37:00,2021-03-20 11:49:00,Servicios,Carpintería,Palmira,1,374500,0,2,2.0,7,1,2021-03-01,0,7.0,2,2,2,3,2.3333333333333335,Estándar
R88LWIBL6O,2021-03-17 12:01:00,2021-03-17 12:14:00,Comercio detallista,Óptica,Bogotá  D.C.,1,1288000,0,2,2.0,9,3,2021-05-01,2,3.0,0,3,3,5,3.6666666666666665,Estándar
R89F0UMJVT,2021-03-26 13:17:00,2021-03-26 13:28:00,Comercio detallista,Artesanías,Bogotá  D.C.,1,37000,0,2,2.0,3,2,2021-04-01,0,1.5,1,1,1,4,2.0,Nuevos o bajo desarrollo
R8ZRPI6RM7,2021-01-27 17:54:00,2021-01-27 18:03:00,Servicios,Otro,Bogotá  D.C.,1,7865000,1015000,4,4.0,11,4,2021-05-01,3,2.75,0,5,3,5,4.333333333333333,Estándar
R9SGUUPFE5,2021-02-07 10:22:00,2021-02-07 10:36:00,Servicios,Tecnología y software,Soacha,1,2000,0,3,3.0,1,1,2021-02-01,0,1.0,3,1,1,2,1.3333333333333333,Baja actividad
R9YZTNYLGU,2020-12-15 14:20:00,2020-12-16 18:45:00,Servicios,Otro,Bogotá  D.C.,1,759800,0,5,5.0,17,5,2021-04-01,0,3.4,1,2,4,4,3.3333333333333335,Estándar
RA3EYHCZQT,2021-03-16 18:39:00,2021-03-16 18:49:00,Alimentos y bebidas,Comida rápida,Cali,1,3275300,1013400,2,2.0,51,3,2021-05-01,25,17.0,0,4,5,5,4.666666666666667,Alto valor
RAIT13SW14,2021-03-24 13:25:00,2021-03-24 13:32:00,Comercio detallista,Ropa / Accesorios,Bogotá  D.C.,1,180000,0,2,2.0,7,3,2021-05-01,4,2.3333333333333335,0,2,2,5,3.0,Nuevos o bajo desarrollo
RB1CXZW4G4,2021-01-18 12:03:00,2021-01-18 12:18:00,Comercio detallista,Ropa / Accesorios,Bogotá  D.C.,1,10025000,1185000,4,4.0,31,5,2021-05-01,4,6.2,0,5,5,5,5.0,Alto valor
RBAM7K4WKO,2021-03-26 15:01:00,2021-03-26 15:10:00,Comercio detallista,Juguetería / Piñatería,Bogotá  D.C.,1,448650,26250,2,2.0,6,3,2021-05-01,1,2.0,0,2,2,5,3.0,Nuevos o bajo desarrollo
RBDUKUJKH1,2021-03-25 10:59:00,2021-03-25 11:13:00,Belleza y cuidado personal,Otro,Bogotá  D.C.,1,965199,84000,2,2.0,8,3,2021-05-01,1,2.6666666666666665,0,2,3,5,3.3333333333333335,Estándar
RBLX8HT0FS,2021-03-16 17:08:00,2021-03-16 17:21:00,Comercio detallista,Tecnología,El Rosal,1,10713000,3163000,2,2.0,20,3,2021-05-01,10,6.666666666666667,0,5,4,5,4.666666666666667,Alto valor
RBO4DM4TTV,2021-02-17 14:35:00,2021-02-17 15:58:00,Servicios,Otro,Cali,1,1050,0,3,3.0,1,1,2021-02-01,0,1.0,3,1,1,2,1.3333333333333333,Baja actividad
RCACB63GYV,2021-02-24 17:38:00,2021-02-24 17:57:00,Belleza y cuidado personal,Salón de belleza,Bogotá  D.C.,1,403950,65800,3,3.0,10,4,2021-05-01,2,2.5,0,2,3,5,3.3333333333333335,Estándar
RCCXRKRO26,2021-03-10 18:36:00,2021-03-10 18:54:00,Comercio detallista,Muebles / Decoración,Bogotá  D.C.,1,23132900,214000,2,2.0,20,3,2021-05-01,10,6.666666666666667,0,5,4,5,4.666666666666667,Alto valor
RCI1Y615HZ,2021-02-08 16:09:00,2021-02-08 16:23:00,Comercio detallista,Tecnología,Bogotá  D.C.,1,6207000,414000,3,3.0,21,4,2021-05-01,8,5.25,0,5,4,5,4.666666666666667,Alto valor
RCV21U0WXK,2021-03-19 17:22:00,2021-03-19 17:35:00,Comercio detallista,Óptica,Bogotá  D.C.,1,2000,0,2,2.0,1,1,2021-03-01,0,1.0,2,1,1,3,1.6666666666666667,Estándar
RD31IEEFTH,2021-02-12 13:57:00,2021-02-12 14:12:00,Alimentos y bebidas,Restaurante / Café,Soacha,1,708400,0,3,3.0,16,2,2021-03-01,0,8.0,2,2,4,3,3.0,Estándar
RDS4QGMRVF,2021-03-31 12:59:00,2021-03-31 13:11:00,Comercio detallista,Ropa / Accesorios,Soacha,1,825500,392500,2,2.0,7,3,2021-05-01,5,2.3333333333333335,0,2,2,5,3.0,Nuevos o bajo desarrollo
RE3EAJQCY0,2021-03-02 16:56:00,2021-03-02 17:03:00,Comercio detallista,Óptica,Bogotá  D.C.,1,2554000,0,2,2.0,11,3,2021-05-01,5,3.6666666666666665,0,4,3,5,4.0,Estándar
RFZ7MC6F0K,2021-02-04 13:00:00,2021-02-06 10:49:00,Alimentos y bebidas,Otro,Bogotá  D.C.,1,1178700,44200,3,3.0,23,4,2021-05-01,6,5.75,0,3,4,5,4.0,Estándar
RGTXAN7DZ4,2021-03-11 17:23:00,2021-03-11 17:49:00,Alimentos y bebidas,Licores,Bogotá  D.C.,1,876400,320000,2,2.0,14,3,2021-05-01,5,4.666666666666667,0,2,3,5,3.3333333333333335,Estándar
RHF2Z6R1FI,2021-01-26 14:54:00,2021-01-26 15:06:00,Servicios,Arquitectura e ingeniería,Bogotá  D.C.,1,2000,0,4,4.0,1,1,2021-01-01,0,1.0,4,1,1,1,1.0,Baja actividad
RHMERNAIWA,2021-02-05 16:55:00,2021-02-05 17:08:00,Comercio detallista,Óptica,Bogotá  D.C.,1,4074000,0,3,3.0,10,3,2021-05-01,1,3.3333333333333335,0,4,3,5,4.0,Estándar
RKL76LN21P,2021-03-23 12:27:00,2021-03-23 12:44:00,Comercio detallista,Venta de bicicletas y accesorios,Bogotá  D.C.,1,1695800,0,2,2.0,3,3,2021-05-01,1,1.0,0,3,1,5,3.0,Estándar
RKQ8KWFYER,2021-01-21 13:04:00,2021-01-21 13:23:00,Comercio detallista,Óptica,Bogotá  D.C.,1,21234000,3570000,4,4.0,91,5,2021-05-01,12,18.2,0,5,5,5,5.0,Alto valor
RKWLRP5TZH,2020-12-21 14:41:00,2020-12-21 15:29:00,Comercio detallista,Óptica,Bogotá  D.C.,1,15781000,1353000,5,5.0,51,5,2021-05-01,11,10.2,0,5,5,5,5.0,Alto valor
RLDICM4HK8,2021-02-09 10:14:00,2021-02-09 10:29:00,Comercio detallista,Auto partes,Bogotá  D.C.,1,245300,0,3,3.0,7,3,2021-04-01,0,2.3333333333333335,1,2,2,4,2.6666666666666665,Nuevos o bajo desarrollo
RLSLHDF068,2021-03-04 10:47:00,2021-03-06 11:24:00,Comercio detallista,Venta de bicicletas y accesorios,Yopal,1,14601000,3480000,2,2.0,66,3,2021-05-01,23,22.0,0,5,5,5,5.0,Alto valor
RLU55P97CX,2021-03-10 12:18:00,2021-03-10 12:24:00,Comercio detallista,Materiales de construcción,Bogotá  D.C.,1,2021092,0,2,2.0,9,3,2021-05-01,3,3.0,0,3,3,5,3.6666666666666665,Estándar
RLXIC0LD1O,2021-03-10 10:38:00,2021-03-10 10:53:00,Comercio detallista,Materiales de construcción,Pandi,1,5948900,5047000,2,2.0,4,3,2021-05-01,1,1.3333333333333333,0,4,2,5,3.6666666666666665,Estándar
RM1EDOKKAI,2021-03-04 13:27:00,2021-03-04 13:54:00,Servicios,Otro,Bogotá  D.C.,1,502000,0,2,2.0,2,1,2021-03-01,0,2.0,2,2,1,3,2.0,Estándar
RMU91CKXYP,2021-02-18 17:13:00,2021-02-18 17:47:00,Alimentos y bebidas,Bar / Club / Discoteca,Bogotá  D.C.,1,5010650,334900,3,3.0,35,4,2021-05-01,15,8.75,0,4,5,5,4.666666666666667,Alto valor
RN59M5L40K,2021-02-18 14:59:00,2021-02-18 15:10:00,Alimentos y bebidas,Restaurante / Café,Cali,1,3004000,89500,3,3.0,23,4,2021-05-01,5,5.75,0,4,4,5,4.333333333333333,Alto valor
RNHS2W1K0A,2021-03-26 10:09:00,2021-03-26 10:18:00,Comercio detallista,Auto partes,Bogotá  D.C.,1,11737350,485600,2,2.0,39,3,2021-05-01,6,13.0,0,5,5,5,5.0,Alto valor
RNXKK4HLW7,2021-03-19 11:23:00,2021-03-19 11:38:00,Comercio detallista,Tecnología,Cali,1,1160000,570000,2,2.0,5,2,2021-04-01,0,2.5,1,3,2,4,3.0,Estándar
ROJELIJVBU,2021-03-12 17:20:00,2021-03-12 17:31:00,Servicios,Tecnología y software,Bogotá  D.C.,1,5789190,1060000,2,2.0,11,3,2021-05-01,5,3.6666666666666665,0,4,3,5,4.0,Estándar
RP6C8FUFP9,2021-03-03 16:20:00,2021-03-03 16:31:00,Reparación y limpieza,Automotriz y autopartes,Bogotá  D.C.,1,26034200,4697200,2,2.0,174,3,2021-05-01,69,58.0,0,5,5,5,5.0,Alto valor
RPDCESIYN9,2021-03-18 12:06:00,2021-03-18 12:16:00,Comercio detallista,Joyería,Fusagasugá,1,152000,0,2,2.0,2,1,2021-03-01,0,2.0,2,1,1,3,1.6666666666666667,Estándar
RPJA100TF2,2021-03-08 17:01:00,2021-03-08 17:21:00,Servicios,Otro,Bogotá  D.C.,1,2000,0,2,2.0,1,1,2021-03-01,0,1.0,2,1,1,3,1.6666666666666667,Estándar
RPQSJZWGD8,2021-02-17 13:12:00,2021-02-17 13:25:00,Alimentos y bebidas,Comida rápida,Bogotá  D.C.,1,4583700,525500,3,3.0,151,4,2021-05-01,40,37.75,0,4,5,5,4.666666666666667,Alto valor
RPTTIOI9FJ,2021-03-10 09:54:00,2021-03-10 10:27:00,Alimentos y bebidas,Restaurante / Café,Bogotá  D.C.,1,1467000,111000,2,2.0,60,3,2021-05-01,34,20.0,0,3,5,5,4.333333333333333,Estándar
RPU9XO175F,2021-03-30 16:36:00,2021-03-30 16:46:00,Comercio detallista,Libros / Papelería,Bogotá  D.C.,1,820000,614250,2,2.0,7,2,2021-04-01,0,3.5,1,2,2,4,2.6666666666666665,Nuevos o bajo desarrollo
RQ0UEL6O0B,2020-11-28 20:05:00,2021-01-13 17:05:00,Comercio detallista,Tecnología,Bogotá  D.C.,2,1227000,25000,6,4.0,3,2,2021-05-01,2,1.5,0,3,1,5,3.0,Estándar
RQ6P7DPOCV,2021-03-30 17:06:00,2021-03-30 17:15:00,Comercio detallista,Óptica,Bogotá  D.C.,1,946000,0,2,2.0,7,3,2021-05-01,2,2.3333333333333335,0,2,2,5,3.0,Nuevos o bajo desarrollo
RQQ73G52O0,2021-03-19 16:18:00,2021-03-19 16:36:00,Comercio detallista,Elementos del hogar,Granada,1,1702000,0,2,2.0,3,3,2021-05-01,1,1.0,0,3,1,5,3.0,Estándar
RQYAN2R7H0,2021-01-12 10:21:00,2021-01-12 11:33:00,Servicios,Otro,Bogotá  D.C.,1,2000,0,4,4.0,1,1,2021-01-01,0,1.0,4,1,1,1,1.0,Baja actividad
RSF47VPTJD,2021-02-24 15:12:00,2021-02-24 15:28:00,Comercio detallista,Óptica,Bogotá  D.C.,1,5493000,121000,3,3.0,12,4,2021-05-01,4,3.0,0,4,3,5,4.0,Estándar
RSMTXK8VFE,2021-03-26 11:32:00,2021-03-26 11:46:00,Comercio detallista,Ropa / Accesorios,Bogotá  D.C.,1,1000,0,2,2.0,1,1,2021-03-01,0,1.0,2,1,1,3,1.6666666666666667,Estándar
RSPZX17GWC,2021-03-19 12:16:00,2021-03-19 12:34:00,Servicios,Otro,Madrid,1,1000,0,2,2.0,1,1,2021-03-01,0,1.0,2,1,1,3,1.6666666666666667,Estándar
RSWHRSN9U7,2021-03-31 16:53:00,2021-03-31 17:22:00,Comercio detallista,Mascotas,Bogotá  D.C.,1,567950,73500,2,2.0,12,3,2021-05-01,8,4.0,0,2,3,5,3.3333333333333335,Estándar
RT2LYBH92J,2021-03-03 12:26:00,2021-03-03 13:16:00,Comercio detallista,Ropa / Accesorios,Bogotá  D.C.,1,460000,0,2,2.0,9,3,2021-05-01,2,3.0,0,2,3,5,3.3333333333333335,Estándar
RT7PAJVBCQ,2021-03-09 11:19:00,2021-03-09 11:34:00,Comercio detallista,Libros / Papelería,Bogotá  D.C.,1,2000,0,2,2.0,1,1,2021-03-01,0,1.0,2,1,1,3,1.6666666666666667,Estándar
RTGCG8R9QJ,2021-03-08 13:19:00,2021-03-08 13:37:00,Alimentos y bebidas,Restaurante / Café,Bogotá  D.C.,1,262000,10000,2,2.0,13,3,2021-05-01,3,4.333333333333333,0,2,3,5,3.3333333333333335,Estándar
RTIRQQKOX4,2021-02-23 15:26:00,2021-02-23 15:37:00,Comercio detallista,Ropa / Accesorios,Bogotá  D.C.,1,1324000,250000,3,3.0,10,3,2021-04-01,0,3.3333333333333335,1,3,3,4,3.3333333333333335,Estándar
RU6Q7HLPAQ,2021-03-11 11:58:00,2021-03-11 12:27:00,Comercio detallista,Tienda naturista,Bogotá  D.C.,1,3428000,514000,2,2.0,29,3,2021-05-01,14,9.666666666666666,0,4,4,5,4.333333333333333,Alto valor
RV1WBSIBRV,2021-03-02 17:03:00,2021-03-02 17:15:00,Comercio detallista,Elementos de seguridad,Bogotá  D.C.,1,11258650,2639100,2,2.0,61,3,2021-05-01,15,20.333333333333332,0,5,5,5,5.0,Alto valor
RV23ONGQTE,2021-03-15 13:19:00,2021-03-15 13:27:00,Comercio detallista,Óptica,Bogotá  D.C.,1,9067000,120000,2,2.0,16,3,2021-05-01,4,5.333333333333333,0,5,4,5,4.666666666666667,Alto valor
RV9HQ5934P,2021-02-18 17:41:00,2021-02-18 18:07:00,Servicios,Diseño / Fotografía,Bogotá  D.C.,1,306000,0,3,3.0,4,2,2021-03-01,0,2.0,2,2,2,3,2.3333333333333335,Estándar
RVEZH3LPI1,2021-02-22 15:25:00,2021-02-22 15:37:00,Comercio detallista,Óptica,Bogotá  D.C.,1,172000,0,3,3.0,2,1,2021-02-01,0,2.0,3,2,1,2,1.6666666666666667,Baja actividad
RVLHIUIBN2,2021-03-12 15:02:00,2021-03-13 16:22:00,Alimentos y bebidas,Abarrotes / Mercado,Bogotá  D.C.,1,2509100,524500,2,2.0,81,3,2021-05-01,54,27.0,0,3,5,5,4.333333333333333,Estándar
RVY5N37X1X,2021-02-20 11:48:00,2021-02-20 12:05:00,Transporte,Taxi,Cali,1,6900,0,3,3.0,1,1,2021-02-01,0,1.0,3,1,1,2,1.3333333333333333,Baja actividad
RWHMIDMH7O,2021-01-20 15:47:00,2021-01-20 15:59:00,Comercio detallista,Otro,Bogotá  D.C.,1,5228500,340000,4,4.0,68,5,2021-05-01,11,13.6,0,4,5,5,4.666666666666667,Alto valor
RWL6BBRBPX,2021-02-11 15:34:00,2021-02-11 21:57:00,Servicios,Medicina / Odontología,Cajicá,1,43033000,6960000,3,3.0,53,4,2021-05-01,6,13.25,0,5,5,5,5.0,Alto valor
RWZTQXRHU7,2021-03-10 10:43:00,2021-03-10 10:55:00,Comercio detallista,Óptica,Bogotá  D.C.,1,2202000,0,2,2.0,12,3,2021-05-01,4,4.0,0,3,3,5,3.6666666666666665,Estándar
RXDN725LHB,2021-03-12 12:36:00,2021-03-12 12:50:00,Comercio detallista,Joyería,Bogotá  D.C.,1,4020600,759000,2,2.0,65,3,2021-05-01,26,21.666666666666668,0,4,5,5,4.666666666666667,Alto valor
RY07YECQ15,2021-03-11 14:06:00,2021-03-11 14:41:00,Comercio detallista,Materiales de construcción,Bogotá  D.C.,1,45200,19400,2,2.0,2,2,2021-05-01,1,1.0,0,1,1,5,2.3333333333333335,Nuevos o bajo desarrollo
RYCAMQ1RZN,2021-02-04 10:36:00,2021-02-04 10:48:00,Alimentos y bebidas,Restaurante / Café,Bogotá  D.C.,1,114970,0,3,3.0,6,2,2021-03-01,0,3.0,2,1,2,3,2.0,Estándar
RZ10KAAUNT,2021-02-15 15:08:00,2021-02-20 10:54:00,Comercio detallista,Floristería,Bogotá  D.C.,1,1112300,104000,3,3.0,12,4,2021-05-01,5,3.0,0,3,3,5,3.6666666666666665,Estándar
RZ14YTTI3S,2021-03-12 15:50:00,2021-03-12 16:14:00,Alimentos y bebidas,Bar / Club / Discoteca,Bogotá  D.C.,1,11508720,0,2,2.0,102,3,2021-05-01,1,34.0,0,5,5,5,5.0,Alto valor
RZ8IJV463R,2021-03-30 14:40:00,2021-03-30 14:55:00,Servicios,Medicina / Odontología,Bogotá  D.C.,1,1651920,1440920,2,2.0,2,2,2021-04-01,0,1.0,1,3,1,4,2.6666666666666665,Estándar
RZF0DPW6T2,2021-03-18 10:52:00,2021-03-18 11:13:00,Belleza y cuidado personal,Salón de belleza,Bogotá  D.C.,1,2435050,1354800,2,2.0,16,3,2021-05-01,10,5.333333333333333,0,3,4,5,4.0,Estándar
RZH86MAYU3,2021-02-10 21:45:00,2021-02-10 21:55:00,Alimentos y bebidas,Otro,Bogotá  D.C.,1,6106775,0,3,3.0,124,4,2021-05-01,30,31.0,0,4,5,5,4.666666666666667,Alto valor
RZYGO53OB4,2021-03-11 13:28:00,2021-03-11 13:40:00,Servicios,Otro,Bogotá  D.C.,1,1184000,364000,2,2.0,7,3,2021-05-01,1,2.3333333333333335,0,3,2,5,3.3333333333333335,Estándar
S02JWLKSLK,2021-03-19 16:51:00,2021-03-19 17:03:00,Comercio detallista,Ropa / Accesorios,Bogotá  D.C.,1,620500,130000,2,2.0,8,2,2021-05-01,5,4.0,0,2,3,5,3.3333333333333335,Estándar
S07CY418Q6,2021-01-21 14:56:00,2021-01-21 15:11:00,Servicios,Otro,Bogotá  D.C.,1,6452000,741000,4,4.0,73,5,2021-05-01,13,14.6,0,5,5,5,5.0,Alto valor
S0D63ZAY10,2021-02-24 10:13:00,2021-02-24 11:34:00,Comercio detallista,Electrodomésticos,Bogotá  D.C.,1,752000,0,3,3.0,2,2,2021-03-01,0,1.0,2,2,1,3,2.0,Estándar
S0ZUY26C0T,2021-02-09 09:50:00,2021-02-09 12:00:00,Belleza y cuidado personal,Distribuidora,Bogotá  D.C.,1,606400,89000,3,3.0,17,4,2021-05-01,7,4.25,0,2,4,5,3.6666666666666665,Estándar
S2L43D9X9U,2021-03-13 12:20:00,2021-03-13 12:37:00,Belleza y cuidado personal,Suplementos,Bogotá  D.C.,1,2000,0,2,2.0,6,3,2021-05-01,2,2.0,0,1,2,5,2.6666666666666665,Nuevos o bajo desarrollo
S2NJ6BVE34,2021-03-16 15:44:00,2021-03-16 16:05:00,Alimentos y bebidas,Restaurante / Café,Bogotá  D.C.,1,202300,29900,2,2.0,11,3,2021-05-01,2,3.6666666666666665,0,2,3,5,3.3333333333333335,Estándar
S3CPA5PW4O,2021-02-10 00:15:00,2021-02-25 13:35:00,Comercio detallista,Óptica,Bogotá  D.C.,2,14724000,1815000,3,3.0,42,4,2021-05-01,13,10.5,0,5,5,5,5.0,Alto valor
S3ICJ2Q239,2021-03-03 19:12:00,2021-03-03 19:24:00,Servicios,Tecnología y software,Bogotá  D.C.,1,2000,0,2,2.0,1,1,2021-03-01,0,1.0,2,1,1,3,1.6666666666666667,Estándar
S3SHGK57U5,2021-03-15 14:23:00,2021-03-15 14:43:00,Comercio detallista,Ropa / Accesorios,Bogotá  D.C.,1,83000,0,2,2.0,3,1,2021-03-01,0,3.0,2,1,1,3,1.6666666666666667,Estándar
S576DBN5KK,2021-02-17 17:06:00,2021-02-17 17:19:00,Belleza y cuidado personal,Otro,Bogotá  D.C.,1,10185000,4750000,3,3.0,22,4,2021-05-01,11,5.5,0,5,4,5,4.666666666666667,Alto valor
S5ALAFDB8P,2021-03-08 16:46:00,2021-03-08 17:09:00,Comercio detallista,Materiales de construcción,Bogotá  D.C.,1,12567718,604000,2,2.0,11,3,2021-05-01,3,3.6666666666666665,0,5,3,5,4.333333333333333,Estándar
S5ES7EDM97,2021-02-23 19:22:00,2021-02-23 19:41:00,Comercio detallista,Tecnología,Bogotá  D.C.,1,413000,300000,3,3.0,3,2,2021-03-01,0,1.5,2,2,1,3,2.0,Estándar
S6CA93U0FK,2021-03-12 15:44:00,2021-03-12 16:03:00,Reparación y limpieza,Moda / Zapatería,Bogotá  D.C.,1,15663000,1470000,2,2.0,31,3,2021-05-01,11,10.333333333333334,0,5,5,5,5.0,Alto valor
S7HHAHDWP5,2021-03-16 13:09:00,2021-03-16 13:39:00,Comercio detallista,Tienda de deportes,Bogotá  D.C.,1,1421000,1050000,2,2.0,3,2,2021-05-01,2,1.5,0,3,1,5,3.0,Estándar
S7N849TRFS,2020-09-28 20:52:00,2021-02-18 17:10:00,Alimentos y bebidas,Comida rápida,Cali,1,331200,0,8,3.0,9,3,2021-04-01,0,3.0,1,2,3,4,3.0,Estándar
S7RRFV0GPA,2021-02-03 13:20:00,2021-02-03 13:51:00,Comercio detallista,Materiales de construcción,Bogotá  D.C.,1,2000,0,3,3.0,1,1,2021-02-01,0,1.0,3,1,1,2,1.3333333333333333,Baja actividad
S7ZY3ZC3HX,2021-03-15 18:12:00,2021-03-15 18:28:00,Alimentos y bebidas,Bar / Club / Discoteca,Bogotá  D.C.,1,17777000,1420000,2,2.0,56,3,2021-05-01,26,18.666666666666668,0,5,5,5,5.0,Alto valor
S8U19UZANH,2020-12-23 12:13:00,2020-12-23 12:23:00,Belleza y cuidado personal,Salón de belleza,Bogotá  D.C.,1,372000,40000,5,5.0,6,4,2021-05-01,1,1.5,0,2,2,5,3.0,Nuevos o bajo desarrollo
SA5ODIJS9G,2021-03-29 12:06:00,2021-03-29 12:20:00,Comercio detallista,Insumos,Bogotá  D.C.,1,2000,0,2,2.0,1,1,2021-03-01,0,1.0,2,1,1,3,1.6666666666666667,Estándar
SAIKJ8LMN6,2021-03-11 16:55:00,2021-03-11 17:15:00,Comercio detallista,Materiales de construcción,Bogotá  D.C.,1,1114400,0,2,2.0,11,3,2021-05-01,1,3.6666666666666665,0,3,3,5,3.6666666666666665,Estándar
SAKL1A8EFM,2021-02-11 17:25:00,2021-02-11 17:57:00,Belleza y cuidado personal,Centro de tatuajes,Bogotá  D.C.,1,4495500,0,3,3.0,8,4,2021-05-01,2,2.0,0,4,3,5,4.0,Estándar
SBN57VP3K0,2021-02-18 13:40:00,2021-02-18 13:55:00,Comercio detallista,Ropa / Accesorios,Bogotá  D.C.,1,18507000,1850000,3,3.0,33,4,2021-05-01,9,8.25,0,5,5,5,5.0,Alto valor
SBO4W1NB2W,2021-03-11 13:48:00,2021-03-11 14:00:00,Comercio detallista,Auto partes,Bogotá  D.C.,1,1729000,0,2,2.0,3,1,2021-03-01,0,3.0,2,3,1,3,2.3333333333333335,Estándar
SCLX0VFGXJ,2021-03-11 11:44:00,2021-03-11 11:55:00,Reparación y limpieza,Automotriz y autopartes,Bogotá  D.C.,1,1922500,0,2,2.0,7,3,2021-05-01,1,2.3333333333333335,0,3,2,5,3.3333333333333335,Estándar
SCVVT2ODDO,2021-02-05 15:51:00,2021-02-05 16:02:00,Comercio detallista,Óptica,Bogotá  D.C.,1,19276000,690000,3,3.0,37,4,2021-05-01,6,9.25,0,5,5,5,5.0,Alto valor
SE1VGG3TWZ,2021-01-26 11:00:00,2021-01-26 11:11:00,Belleza y cuidado personal,Salón de belleza,Bogotá  D.C.,1,618750,44100,4,4.0,29,5,2021-05-01,9,5.8,0,2,4,5,3.6666666666666665,Estándar
SE7F1S3TYW,2021-03-03 15:03:00,2021-03-03 15:19:00,Comercio detallista,Otro,Bogotá  D.C.,1,6141500,2068500,2,2.0,21,3,2021-05-01,9,7.0,0,4,4,5,4.333333333333333,Alto valor
SEW0QQGD7C,2020-07-20 15:01:00,2021-02-05 08:27:00,Servicios,Arquitectura e ingeniería,Bogotá  D.C.,1,123600,14600,10,3.0,4,2,2021-05-01,3,2.0,0,1,2,5,2.6666666666666665,Nuevos o bajo desarrollo
SFJ198QIWC,2021-03-01 17:49:00,2021-03-01 18:01:00,Comercio detallista,Tienda de deportes,Bogotá  D.C.,1,1129000,0,2,2.0,6,2,2021-04-01,0,3.0,1,3,2,4,3.0,Estándar
SFQ5NJ1VBK,2021-03-24 14:25:00,2021-03-27 12:14:00,Alimentos y bebidas,Abarrotes / Mercado,Bogotá  D.C.,1,3618500,294800,2,2.0,87,3,2021-05-01,38,29.0,0,4,5,5,4.666666666666667,Alto valor
SFUPLMWJ04,2021-01-06 15:52:00,2021-01-06 16:09:00,Comercio detallista,Óptica,Bogotá  D.C.,1,3232000,0,4,4.0,14,5,2021-05-01,2,2.8,0,4,3,5,4.0,Estándar
SGID6P5R9Y,2021-03-16 17:36:00,2021-03-16 17:43:00,Comercio detallista,Elementos del hogar,Soacha,1,7300000,2140000,2,2.0,16,3,2021-05-01,9,5.333333333333333,0,5,4,5,4.666666666666667,Alto valor
SHQX15NDVC,2021-02-23 13:09:00,2021-02-23 13:18:00,Comercio detallista,Óptica,Bogotá  D.C.,1,9362000,2510000,3,3.0,22,4,2021-05-01,11,5.5,0,5,4,5,4.666666666666667,Alto valor
SIBA7JOZIA,2021-02-16 10:49:00,2021-02-16 11:15:00,Belleza y cuidado personal,Otro,Bogotá  D.C.,1,38850500,3270000,3,3.0,19,4,2021-05-01,9,4.75,0,5,4,5,4.666666666666667,Alto valor
SIFEBHNT1K,2021-03-12 18:44:00,2021-03-12 18:55:00,Comercio detallista,Ropa / Accesorios,Bogotá  D.C.,1,1355800,696800,2,2.0,10,3,2021-05-01,1,3.3333333333333335,0,3,3,5,3.6666666666666665,Estándar
SJXE10M620,2021-03-15 12:05:00,2021-03-15 12:15:00,Belleza y cuidado personal,Spa,Bogotá  D.C.,1,4219500,0,2,2.0,23,3,2021-05-01,4,7.666666666666667,0,4,4,5,4.333333333333333,Alto valor
SKAT1FBE4D,2021-02-05 16:20:00,2021-02-05 16:28:00,Comercio detallista,Óptica,Bogotá  D.C.,1,3432000,1120000,3,3.0,9,4,2021-05-01,1,2.25,0,4,3,5,4.0,Estándar
SKCWKOJPS6,2021-03-06 15:25:00,2021-03-06 15:39:00,Comercio detallista,Materiales de construcción,Bogotá  D.C.,1,1506000,0,2,2.0,4,2,2021-05-01,3,2.0,0,3,2,5,3.3333333333333335,Estándar
SKFXUN4J2P,2021-03-23 16:13:00,2021-03-23 16:24:00,Comercio detallista,Ropa / Accesorios,Bogotá  D.C.,1,8112000,677000,2,2.0,74,3,2021-05-01,38,24.666666666666668,0,5,5,5,5.0,Alto valor
SL0AKHZRCD,2021-02-22 12:11:00,2021-02-22 12:23:00,Alimentos y bebidas,Abarrotes / Mercado,Bogotá  D.C.,1,2000,0,3,3.0,1,1,2021-02-01,0,1.0,3,1,1,2,1.3333333333333333,Baja actividad
